,train_acc,train_loss,train_miou,train_class_acc,val_acc,val_loss,val_miou,val_class_acc
117,0.9781101057962032,0.3189426197608312,0.957422913159423,[0.97811011 0.99662026],0.8939411480410174,0.34333882133165994,0.8191515790353578,[0.89394115 0.98316612]
118,0.9782661019229755,0.3189068148533503,0.9576879829402277,[0.9782661 0.9966417],0.8916806678005597,0.3435103178024292,0.8165098821934511,[0.89168067 0.98333925]
119,0.9783092831325245,0.3188856143752734,0.9577989850157977,[0.97830928 0.9966517 ],0.8924140273132417,0.34323977629343666,0.8188302226503893,[0.89241403 0.98348953]
120,0.9784928458707064,0.31884169807036716,0.9581678267482674,[0.97849285 0.99667981],0.8933620801436922,0.34331127802530925,0.81856040471512,[0.89336208 0.98331598]
121,0.9786291542287635,0.3188011371095975,0.9584333496859778,[0.97862915 0.99670712],0.8926877497981166,0.34326069156328837,0.8184785016439323,[0.89268775 0.98345222]
122,0.9788683416153703,0.31875169614950816,0.9588465419236616,[0.97886834 0.99673476],0.8970190709708465,0.34329968094825747,0.8194953171244054,[0.89701907 0.98277794]
123,0.9790897360019511,0.31869556903839114,0.9592764657944642,[0.97908974 0.99677245],0.8963550076803773,0.3434044281641642,0.8186216577206079,[0.89635501 0.98263873]
124,0.9792102064436317,0.3186652551094691,0.9595043133079074,[0.97921021 0.99678915],0.8940489563556143,0.3435368001461029,0.8177394523915401,[0.89404896 0.98306385]
125,0.979267137838588,0.318644933005174,0.9596432045992951,[0.97926714 0.99680235],0.8959995295267328,0.3434483289718628,0.8179554540792857,[0.89599953 0.98263268]
126,0.9794020267598518,0.3186069733897845,0.9599251784184478,[0.97940203 0.9968283 ],0.8953020822221,0.3436799287796021,0.8182711562758821,[0.89530208 0.98273043]
127,0.9795171268448964,0.3185784533619881,0.9601195426624094,[0.97951713 0.9968441 ],0.8940045987420656,0.3436533987522125,0.8165608265763263,[0.8940046  0.98289002]
128,0.9796500488796501,0.31855445077021916,0.9603332876911314,[0.97965005 0.99685633],0.8930896743389151,0.3434135735034943,0.8182891812808774,[0.89308967 0.9832487 ]
129,0.9797436099273323,0.31853008886178336,0.9605472466154205,[0.97974361 0.99687288],0.8949829835909667,0.3436091780662537,0.8190249420077743,[0.89498298 0.98287029]
130,0.9798203496310469,0.31850626120964687,0.9607042641714681,[0.97982035 0.99688853],0.8924283711666239,0.34377624789873756,0.8165094453988896,[0.89242837 0.98307764]
131,0.9800357367733157,0.3184622094035149,0.9610981183886971,[0.98003574 0.99691465],0.8966323618064893,0.34345611731211345,0.8194811315251765,[0.89663236 0.98271892]
132,0.9800934768634596,0.3184333950281143,0.9612515695538517,[0.98009348 0.9969348 ],0.8925880413370633,0.34360329508781434,0.8171798185356978,[0.89258804 0.98317439]
133,0.9802384041823954,0.3184023661414782,0.9615111134960433,[0.9802384  0.99695319],0.893450107960675,0.3436919609705607,0.8167354966043523,[0.89345011 0.98276336]
134,0.9803706508609772,0.3183684911330541,0.961757700176654,[0.98037065 0.99697302],0.8923395684421461,0.34366903503735863,0.8167542326149023,[0.89233957 0.98319379]
135,0.9804253228454547,0.3183496843775113,0.9619064364550876,[0.98042532 0.9969874 ],0.8943800681862404,0.34380118052164715,0.816490844491908,[0.89438007 0.98271448]
136,0.9805321368078669,0.3183291816711426,0.9620530285403697,[0.98053214 0.99699755],0.8897575541909678,0.34380703369776405,0.8165776658512429,[0.88975755 0.98368094]
